HV1,IC1,IC2,IC3,IC4,IC5,AVGGIFT,TARGET_D
350,283,333,286,350,11446,10,15
331,165,172,232,266,9324,10.66666667,11
1318,388,524,466,652,27280,20,20
490,229,271,275,310,10200,22.5,25
952,394,407,436,457,15275,6.142857143,10
5908,1122,1267,991,1088,81205,81.25,25
1239,241,287,337,382,14783,6.75,5
377,241,283,281,306,10701,10.16666667,11
509,248,254,288,282,9114,7.142857143,10
2103,333,306,385,368,9513,25,35
684,290,323,323,356,11910,20,20
786,339,354,349,361,11296,11.33333333,10
1385,300,358,391,472,21226,14,16
445,234,253,270,306,10475,8.9,10
2190,611,655,669,709,23641,6.5,6
301,238,354,267,347,12366,10.5,10
795,442,475,557,627,22204,9,12
875,280,330,326,398,18252,11.75,20
2362,613,632,655,678,21179,8.928571429,5
1836,419,479,499,554,22709,6.2,9
463,177,189,221,233,8068,14,40
4244,613,818,708,845,31903,7.357142857,10
1595,562,663,700,758,23981,23,30
1578,531,600,535,617,17870,9.833333333,15
782,462,475,498,504,15816,20.18181818,34
688,422,466,457,490,16561,11.06666667,18
1514,325,451,439,517,18572,11.4,15
2176,419,453,461,483,14484,7.076923077,13
225,191,198,185,226,7426,3.15,5
567,359,395,370,405,14794,23.125,25
2392,257,365,316,406,13896,11,10
2656,437,492,488,531,19931,8.7,15
709,220,254,264,296,12538,7.333333333,5
1559,557,621,604,666,25181,20,25
1034,176,249,222,295,10176,9,12
475,318,360,324,366,13159,10.5,15
1099,366,363,391,404,13229,4.833333333,5
2971,1500,1500,1394,1394,69768,8.529411765,10
714,390,465,437,507,18391,50,25
535,283,307,306,336,12206,14,20
653,263,464,367,562,18856,8.3,15
832,419,433,480,476,15659,9.153846154,15
818,385,453,451,485,18461,4.692307692,5
269,224,256,250,284,8172,7.75,9
417,123,154,203,235,7937,13.10526316,35
308,182,220,231,269,9150,10,10
547,309,337,340,377,11973,16.4,20
1472,625,653,687,732,27469,15.21428571,21
2016,618,633,700,725,26626,8.6,10
1169,497,541,591,660,25862,5.1,11
1395,686,710,737,764,25156,25,25
2292,642,670,680,710,22186,6.4,13
690,374,392,412,420,13265,10.125,14
0,0,0,0,0,0,5.25,5
450,217,208,270,269,8816,7.625,9
675,305,373,365,427,16318,6.409090909,8
2126,498,510,489,523,13783,7.3,20
688,262,280,309,335,12584,4.75,5
554,241,281,288,316,9759,10.375,20
1223,313,419,444,538,17822,9,15
411,199,230,244,272,9491,13,12
584,274,287,336,341,15105,11.14285714,10
345,143,283,178,264,8918,17.3125,10
673,354,394,406,438,14995,5.739130435,13
386,213,287,275,327,10988,17.4,22
690,328,361,340,370,12881,6.8,9
553,219,249,275,319,11263,10,15
375,153,214,206,248,7798,5.347826087,12
877,382,503,460,554,22091,11.42857143,15
419,218,243,277,305,9540,8.75,20
2102,342,412,416,463,16054,15,20
600,250,415,287,399,12736,5.25,6
727,345,395,401,449,16422,8.785714286,10
967,434,463,478,501,17052,9.333333333,12
394,188,220,227,252,8350,25,20
666,341,399,403,417,13897,17.16666667,20
338,248,274,318,350,11687,10,10
1596,549,603,631,672,23345,10.875,10
635,301,342,338,388,12754,6.666666667,6
473,216,238,250,273,9206,3.8125,3
624,232,308,308,347,14161,5,3
875,119,188,142,191,9084,8,10
1368,379,416,487,528,23121,5.551724138,5
680,339,387,352,382,10577,10,5
2442,641,993,764,931,38212,89.44444444,100
2431,563,579,655,660,24290,10.89473684,12
720,420,448,452,487,15469,7.923076923,10
895,422,458,452,492,18352,13.66666667,12.5
595,276,283,312,323,9788,10.83333333,15
2545,361,304,386,358,14300,12.5,17
470,245,273,314,348,12519,6.555555556,5
463,249,265,308,298,11621,11.5,20
3741,1376,1469,1157,1183,57103,9,15
2186,574,579,621,626,17967,5.952380952,6
483,241,281,286,330,11527,7.5,5
0,326,326,380,380,7954,20,25
349,161,192,195,231,6934,14,20
919,488,494,524,529,16273,7.272727273,12
5679,518,787,629,781,47163,8.5,15
1989,526,607,540,572,19716,7.9,10
660,203,238,223,262,12060,15.33333333,10
651,201,367,336,472,30052,20,30
597,214,239,252,280,10247,57.5,100
2432,1273,1332,1057,1105,55765,15,15
721,302,339,335,365,12474,8.875,20
425,170,247,225,281,10706,3.166666667,3
762,439,475,481,518,16107,9.727272727,15
1617,398,414,457,490,14123,7.5,10
335,209,252,268,311,9461,10.05555556,15
2712,1022,1144,989,1079,49631,18.42857143,25
1075,366,449,373,455,14394,10.31578947,10
1110,530,592,637,703,37375,6.115384615,6
460,223,265,257,297,9579,11,20
1136,505,512,553,579,19283,13.4,17
606,339,402,370,421,13281,8.80952381,10
1519,346,381,406,429,14162,10.22222222,12.5
794,323,396,461,507,21758,10.81818182,15
2356,520,683,651,762,31180,11.28,11
739,353,415,436,486,17038,10,15
336,301,316,326,357,10835,8.083333333,10
430,210,256,264,311,11608,8.666666667,6
1577,364,377,422,440,12819,6.352941177,3
404,256,351,289,363,13067,6.189189189,6
478,313,397,331,388,12606,11.7,10
2043,296,569,399,598,15530,13.8,20
1771,314,335,322,341,17567,11.1875,20
1822,269,230,365,325,6778,8.470588235,5
436,313,321,351,363,10419,16.78571429,23
876,335,409,426,481,15179,8.3,10
775,218,266,272,312,15459,12.66666667,20
467,203,239,282,332,11278,4.428571429,2
638,213,236,220,226,9836,4.652173913,7
380,152,179,227,261,8807,15,20
446,168,201,218,254,11971,5.8,6
2817,767,863,866,917,39319,6.25,6
1307,310,381,383,450,23204,18,40
1053,607,631,609,647,23739,28.53846154,53
1043,519,544,578,604,22555,15,15
987,430,469,476,521,18625,3.423076923,4
4763,502,534,551,609,24002,9.888888889,11
760,469,505,492,544,17948,7.8,11
764,457,477,480,501,16022,25.57142857,30
752,346,367,374,413,14353,5.307692308,6
524,259,296,276,353,12714,8.666666667,10
393,287,313,314,363,11982,20,20
347,227,276,263,306,11375,7.714285714,10
1024,225,267,299,393,16782,10,12
810,441,457,489,503,17642,8.133333333,14
1217,620,654,655,692,23408,4.555555556,5
340,185,228,235,275,10719,9,10
478,204,240,242,253,8472,8,11
2242,436,505,477,571,20447,5.285714286,10
902,410,413,460,461,15332,10,15
411,198,225,225,240,9565,9.428571429,15
1017,672,700,647,673,18233,13.8,50
1024,360,364,396,429,15002,7.5,10
1363,491,524,581,616,23656,13.7,20
901,327,336,411,437,17854,10.20588235,12
589,282,286,337,366,16020,10,14
2247,357,425,430,500,18748,9.517241379,10
847,453,448,518,498,23513,6.888888889,9
279,144,171,184,211,7112,21.34545455,15
500,272,438,381,451,30968,12.05555556,20
945,292,317,376,456,17575,4.625,10
1113,206,213,252,271,11015,20,20
1093,315,431,386,483,15130,25,25
1305,511,650,605,705,35196,7.583333333,10
1486,475,512,488,530,15634,9.45,19
5742,1289,1369,1085,1119,64190,21.66666667,20
307,184,264,247,341,10860,18.33333333,25
2288,379,406,436,460,15290,8.714285714,10
1531,558,573,630,650,21988,16.42857143,32
4933,691,736,762,816,37073,26.5,30
683,250,260,294,314,9546,11,16
1769,330,382,410,435,16587,17.5,10
944,438,509,492,532,17306,14.5,16
491,356,384,357,387,12961,16.125,20
561,363,376,386,422,15208,12.5,25
5813,1221,1302,1077,1191,60492,15,15
5132,655,757,721,826,38854,19.73684211,20
1865,256,295,317,362,16069,24.5,47
899,396,417,479,501,15973,8,15
481,280,335,279,319,10294,7.2,5
2170,397,468,473,542,22655,10.8,13
953,319,379,387,455,15729,15,21
684,461,523,503,543,17874,5.75,6
691,311,347,383,411,12519,10.62921348,32
996,334,370,391,405,15432,3.655172414,3
1588,450,471,478,511,18048,16.2,19
1076,438,552,425,535,17353,17.33333333,20
600,254,255,292,294,9800,15,20
737,397,420,420,456,14451,15,25
840,458,471,513,548,20327,15,20
1372,385,419,421,449,13902,15,15
1150,196,212,245,270,14466,7.666666667,5
553,279,307,324,362,12145,8,15
839,456,465,475,485,14713,9.625,10
753,370,383,412,437,13078,19.22222222,35
1568,493,524,600,633,22025,20,10
452,270,300,297,324,11198,14.8,20
3222,569,614,607,652,34407,16.54545455,25
3333,690,871,759,913,37495,20.83333333,25
182,171,217,242,278,9240,10.26666667,20
330,249,317,289,357,10932,7.333333333,10
1349,481,593,521,628,22094,5.3,11
547,251,292,283,306,10393,17.09090909,20
5846,644,1177,785,1041,100528,30.66666667,30
552,281,304,323,354,12608,10.88888889,30
508,240,303,377,427,14984,5.571428571,8
1077,751,733,766,762,28799,7.8,10
577,425,437,437,454,12951,7.375,10
634,336,403,332,421,14507,3.838709677,6
2113,536,526,546,547,14737,20,25
1204,444,514,491,557,18966,7.4,15
3573,460,477,538,567,19230,11.75,20
4286,811,910,883,947,33614,13.6,10
553,196,193,236,236,9705,4,5
1434,388,479,513,577,18405,18,20
866,375,423,483,573,24617,14.5,15
359,164,186,223,242,7312,8.222222222,15
1063,477,529,526,558,18253,15,20
332,213,246,256,300,9892,8.142857143,10
877,305,385,354,431,18492,9.285714286,12.5
257,148,264,194,273,10050,10.125,16
595,385,394,406,419,12802,8.875,11
969,427,469,491,524,17986,9,5
788,333,347,337,366,13445,10.44444444,10
951,307,427,370,487,17187,15,50
2571,725,742,779,783,27523,10.53333333,15
584,312,354,353,394,12345,8.416666667,10
668,174,271,241,330,12685,3.285714286,3
466,224,266,258,311,11257,16.25,20
5372,673,845,801,892,44570,18.75,20
551,345,376,391,414,13717,12.8,40
1878,351,439,389,475,15262,5.3,6
684,272,321,298,357,14675,13.5,25
688,232,305,267,312,11778,12.5,12
1403,419,430,480,505,20395,9.4,20
593,256,298,336,399,37734,13,20
1254,420,411,455,438,15376,4.285714286,7
806,417,441,429,469,15371,4.266666667,10
450,296,335,320,368,12965,5.285714286,5
915,506,513,559,561,18191,9.142857143,18
274,154,214,199,256,8881,40.875,200
1627,456,508,537,586,20311,9.266666667,14
548,217,221,265,280,10551,7,10
518,184,213,228,264,11126,9.333333333,20
778,280,298,290,313,11652,6.428571429,5
863,406,527,459,562,19862,9.153846154,10
605,369,415,377,441,14582,21,50
501,397,403,424,434,12437,27.625,50
993,285,366,329,399,20996,5.235294118,7
573,250,295,285,316,9846,7.153846154,12
875,221,218,243,241,8941,7.6,14
652,236,309,303,372,13699,15,21
667,313,325,352,370,11897,9.090909091,10
364,187,216,234,263,8562,25,10
358,307,325,342,379,12507,6.933333333,6
876,281,297,325,353,11807,3.731707317,4
3240,412,436,463,516,18890,8.882352941,20
457,186,242,237,292,10259,9.333333333,10
415,212,262,281,325,11659,9.333333333,15
911,224,285,319,378,12142,8,10
896,334,399,371,433,19042,10.33333333,16
741,202,232,238,262,9100,11.31818182,10
952,468,521,526,565,18812,10.375,16
3528,814,808,867,867,25564,6.162790698,5
2238,580,602,587,605,18247,3.25,7
717,190,313,235,302,10888,24.16666667,20
3550,325,451,425,580,23847,13.55555556,16
397,183,210,230,255,7214,9,10
813,216,295,281,382,18722,2.705882353,3
1788,270,338,328,378,16434,5.105263158,5
727,350,381,399,426,20399,4.625,10
832,253,289,312,356,13519,12.28571429,40
1236,622,630,727,737,25882,6.076923077,10
434,237,337,305,372,11550,11.66666667,10
824,348,371,365,400,14663,9.166666667,10
1515,648,684,717,781,25787,14,14
523,255,268,282,300,10246,11.85714286,20
505,273,330,316,356,10974,20,20
562,257,268,312,313,11595,7.625,10
425,198,213,286,349,11531,6.222222222,14
2170,412,421,461,500,16335,38.66666667,25
456,230,280,289,333,11722,15.1,21
595,284,317,333,406,13860,9,16
531,311,342,351,384,13152,8.083333333,10
671,287,365,372,441,16517,4.888888889,16
623,255,294,283,285,11108,4.416666667,6
1324,770,779,825,841,33254,8.8,15
650,407,448,449,498,16062,7.5,10
813,250,307,332,379,13240,9.333333333,18
475,227,276,264,294,10221,6,3
1098,541,581,605,645,24464,8.421052632,10
822,228,322,321,385,11594,10.75,12
621,314,315,378,383,14581,7,8
670,275,325,322,371,14984,11.08333333,18
935,340,397,413,465,16984,9.9,15
1105,351,461,362,468,13805,4.576923077,10
1239,534,571,624,653,23901,15.84615385,30
560,259,333,295,345,11660,14.2,20
911,384,496,497,613,31001,6.333333333,20
546,283,256,344,322,10785,15,15
3370,342,346,356,401,15765,16.06666667,15
360,206,239,233,267,9463,9.142857143,20
866,443,453,454,472,10484,12.83333333,20
634,322,378,355,406,14128,15.33333333,18
871,464,501,503,539,18279,9,15
5980,1500,1500,1124,1217,94863,38.75,50
1276,423,524,497,521,17032,5.5,8
694,251,291,296,343,12282,7.235294118,5
784,389,436,450,491,15497,5.875,9
702,403,423,419,468,14780,12.2195122,25
1286,366,373,389,391,12914,8.8,9
587,304,319,362,400,15481,26.5,40
737,357,382,395,441,16190,8.428571429,10
937,330,480,430,534,22276,7.85,10
1117,461,461,461,450,16614,20.94444444,21
402,232,296,255,295,10392,4.25,4
2282,908,945,938,980,42236,18,10
956,348,344,412,417,13177,11.44444444,20
916,416,435,444,468,14496,10.9,15
991,410,424,435,453,16017,3.875,4
2346,330,348,358,376,13256,13.33333333,15
828,452,495,515,594,21946,10.13333333,13
544,264,283,326,340,16194,11,25
5898,774,1124,837,1045,70375,7.333333333,7
458,228,270,276,318,10731,13.4,25
519,238,267,289,325,11037,8.5,20
886,293,351,366,433,16413,17.33333333,21
2019,506,535,551,608,23545,5.333333333,5
318,296,292,296,299,11236,8.894736842,10
1174,460,550,525,603,21646,5.444444444,5
633,273,361,292,367,11966,15,15
801,487,523,509,550,15880,13.27272727,100
653,319,360,358,379,12869,9.5,20
417,185,208,217,253,10294,14.28571429,20
1109,513,587,606,636,20235,13.25,19
659,250,338,334,432,14914,6.916666667,10
526,340,348,321,342,9687,5.8,10
660,308,326,351,370,11996,9.111111111,10
487,273,308,275,314,13272,5,5
936,237,304,257,308,9875,9.5,20
1953,454,526,478,564,21667,15.5,10
5500,480,535,597,775,40224,15,20
754,334,323,371,375,13810,50,50
664,357,363,389,414,11747,9.6,10
5907,1285,1340,1063,1144,91205,16,15
836,332,354,380,425,13813,4.476190476,5
722,327,325,374,371,13168,20.85714286,40
658,373,392,417,436,14942,5.789473684,5
686,356,449,408,492,19695,12.75,20
273,207,231,220,255,6104,10.07692308,11
3542,642,690,807,843,53131,6.642857143,10
546,267,278,283,295,7072,5.434782609,10
0,0,0,0,0,0,15,25
2688,306,367,418,449,24944,8.642857143,15
711,266,351,305,363,13120,10.66666667,21
803,413,429,447,473,15002,4.069767442,5
1668,648,664,663,668,20187,13.38461539,10
609,403,424,422,466,14455,19.25,46
770,350,409,354,436,11822,12.42857143,26
2941,677,804,712,819,28577,11.66666667,10
632,343,316,344,340,10586,5.285714286,5
561,337,357,334,362,12185,12.4375,15
1163,617,631,633,655,24280,8.916666667,11
671,320,340,349,376,12950,10,25
575,232,259,255,289,9634,7.666666667,14
473,259,296,287,356,11727,7.166666667,8
881,392,393,414,437,14377,6.153846154,10
1304,205,222,288,330,19336,17.09090909,25
962,349,379,419,487,20739,5.733333333,8
1569,673,672,785,781,25775,12.5,15
275,154,161,224,246,7925,9.25,15
615,311,348,336,369,12294,7.363636364,20
5725,610,763,698,807,53158,5.606060606,10
654,250,306,312,366,13433,18.71428571,25
2449,464,472,518,519,19318,7.615384615,10
427,455,464,538,580,18517,15.25,23
775,354,395,410,447,14170,18,24
596,301,296,343,344,10405,11.4,11
619,172,247,277,329,10705,8.217391304,12
2631,689,753,772,816,38138,19.61538462,30
695,288,371,338,412,11994,4.692307692,4
1107,428,476,432,497,15788,7.764705882,5
3676,680,693,777,793,33910,13.5,17
2947,677,695,734,753,25398,15,15
778,286,314,332,372,8827,6.21875,9
706,333,348,397,436,14155,5.136363636,9
332,170,222,233,269,8725,12.5,10
397,297,340,317,362,11981,3.7,5
1582,299,335,330,359,12976,14.25,20
258,216,244,245,274,8231,5.454545455,9
611,289,302,332,354,9529,10.30769231,10
1463,228,247,343,351,11400,15,5
1413,634,665,727,755,27583,8.285714286,16
316,213,238,254,280,8956,12.5,15
1351,430,526,466,538,18642,7.333333333,5
649,317,399,350,410,16063,7.941176471,10
572,212,227,263,282,9728,17.6,20
607,285,344,331,362,12378,8,15
613,264,323,300,357,12334,10.66666667,20
912,313,370,379,442,18554,12.16666667,5
457,203,270,256,316,10766,13.57142857,14
1453,419,426,486,497,24530,25,10
2953,247,307,303,384,16742,7.923076923,10
653,327,364,350,395,13079,17,25
589,277,331,321,364,12713,5.088235294,5
675,344,520,438,589,23719,22.66666667,45
889,510,518,517,513,16731,16.4,25
854,321,389,372,427,16171,17.73333333,32
0,0,0,0,0,0,6.25,10
2019,406,423,478,512,12623,20,8
428,166,304,240,334,13608,9.1875,12
3477,424,601,528,629,27103,5.4,6
1580,503,490,515,483,15111,9,10
827,277,328,309,371,12751,10.15789474,15
496,301,317,351,372,11714,8.833333333,9
810,246,290,325,375,14771,3.727272727,1
364,246,307,287,325,9720,8.833333333,15
405,166,208,215,254,7997,6.666666667,5
736,262,293,321,347,12780,15,15
3276,358,478,436,555,23535,25,75
858,386,421,488,542,23053,7.666666667,5
2574,676,668,714,683,31952,15,10
497,275,296,343,369,12368,6.368421053,10
787,208,271,264,356,11107,13.33333333,23
505,222,253,342,374,14178,7.35,10
804,366,408,400,441,15041,15,21
761,396,422,425,464,15429,6.466666667,15
2159,557,571,562,590,21089,15.17647059,35
671,261,325,307,346,13238,10.6,12
1504,381,298,398,379,19152,6.825,20
325,305,332,271,303,10083,12.5,20
467,245,300,288,351,11506,4.272727273,5
604,266,372,302,435,21127,11.66666667,20
885,367,408,417,454,21767,9.714285714,9
927,231,250,280,299,15037,6.647058824,8
718,206,256,254,295,11129,5.8125,11
629,306,452,450,559,24173,20.42857143,1
1137,348,362,425,444,11621,9,5
266,232,228,230,238,8227,8,5
537,180,200,246,286,11078,15,50
610,376,427,347,392,13105,8,17.5
609,250,291,290,323,10580,3.908571429,50
730,181,191,287,272,12098,10.5,20
693,292,325,352,377,10971,24.44444444,50
429,192,207,259,277,8906,16.11111111,25
1009,367,391,393,417,14199,23,23
619,261,356,316,422,15010,27.5,30
1168,365,430,403,460,18128,5,7
657,264,290,308,332,11148,10.61538462,15
442,252,341,325,390,12929,6.285714286,8
1814,328,418,380,410,10846,10.66666667,10
946,572,572,633,638,21932,9.625,20
780,477,485,488,507,16525,3.113636364,4
1781,170,186,252,178,14039,7.230769231,5
524,341,357,384,404,17305,9.666666667,5
448,192,241,254,299,9533,8.294117647,10
988,509,521,509,529,15666,10,10
910,484,492,525,537,17977,7.5,10
2211,592,584,625,639,18973,12.36363636,16
1943,312,353,355,381,16083,20,20
574,274,324,348,407,18084,9.625,15
1432,636,693,680,772,35544,25,150
588,284,353,360,387,12127,9.5,11
2581,555,641,561,676,21182,14.44444444,15
374,223,242,254,276,9291,8.785714286,10
609,314,347,349,385,11360,6.666666667,10
2535,466,495,582,613,29484,11.83333333,15
716,146,339,227,382,11136,12.47826087,15
2811,524,577,599,645,23861,17.25,22
672,366,383,422,455,15505,7.894736842,10
475,82,90,150,125,7813,9.533333333,12
736,235,288,291,351,14532,12.66666667,12
2022,441,534,496,569,21300,4.777777778,5
762,254,355,327,411,17458,6.608695652,8
537,274,366,358,419,17298,7.083333333,9
786,381,443,422,479,16368,17.5,25
875,474,505,526,539,14384,5.380952381,10
1088,278,308,335,380,15011,7.285714286,10
896,455,464,493,507,18693,10.28571429,19
556,202,346,270,389,14382,13.11111111,30
481,195,248,265,307,11476,8.75,15
1546,416,508,489,534,20632,3.642857143,5
1045,288,347,337,399,12829,24.75,25
